PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
9263,9263,1,102652,8,57,1,0,0,1,1,1,0,0,28.264999,8,519,10,10,12,14,15223.787,47891.227,50443.973,35982.84,47678.566,20770.053,5876.3887,20265.428,13926.935,13436.549,0,11430.354,21688.814,0,0,0,0,0,0,,,,,,,28,52,52,52,52,23,13,37,44,11,18,10,14,0,0,0,0,0,0,,,,,,,1,0,0,0
9264,9264,1,97298,10,60,1,0,1,1,0,1,0,0,41.355,6,,12,12,6,4,8461.375,,0,1199.428,5197.1895,23075.404,25184.523,34248.574,36011.074,36470.633,38708.164,38687.355,35202.613,34421.469,34503.516,33198.836,30333.25,33965.109,41883.504,38169.035,40292.957,0,23991.818,9960.7471,0,43,,0,15,0,42,52,52,52,47,52,52,52,52,52,52,52,52,52,52,41,0,49,27,0,1,0,0,0
9265,9264,1,97767,12,61,1,0,1,1,1,1,0,1,54.084999,4,515,14,12,6,4,,8307.7529,16565.904,14393.136,31146.984,32839.758,46171.625,50663.57,63665.984,60464.473,75573.086,72626.719,68403.18,68842.938,76156.406,78469.977,82987.195,85592.078,143974.55,103425.77,103102.56,133982.19,133562.48,120951.93,121175.07,0,33,52,42,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9266,9264,1,130439,2,64,1,0,1,1,1,1,0,0,18.993,10,554,12,12,,4,,,,0,1129.8239,17759.742,12592.262,44583.941,59686.859,57585.211,55297.379,40445.871,41709.258,19211.982,17096.336,10563.267,35770.34,,39265.785,,,,,35574.098,44107.727,,,,2,0,18,33,52,49,50,49,33,36,24,10,43,26,52,52,49,,,,27,24,1,0,0,0
9267,9267,1,99562,8,59,1,0,1,1,1,1,0,1,91.043999,10,435,,12,,3,7357.7178,10812.694,27323.158,24708.215,35133,,,,,,,,,,,,,,,,,,,,,11,38,52,35,52,,,,,,,,,,,,,,,,,,,,,1,0,0,0
9268,9267,1,97298,10,60,1,0,1,1,0,1,0,1,28.443001,9,442,14,14,,3,2117.0161,0,21170.486,14153.25,225.96477,8382.8955,0,21076.045,35812.117,36470.633,38708.164,50996.969,48382.738,56034.949,,57343.445,60094.172,69288.82,,14775.11,26071.912,35728.582,26291.826,,,51,9,47,35,12,36,0,39,52,52,52,52,45,52,52,52,52,50,,52,52,52,52,,,1,0,0,0
9269,9267,1,97767,12,61,1,0,1,1,1,1,0,1,36.459,11,412,12,12,,2,,2102.4683,10680.51,,4401.7935,5473.293,23085.813,40530.855,39791.242,19195.07,,0,0,0,,,,,,,,,,,,30,17,46,0,9,21,52,52,52,36,0,40,23,13,,52,,,52,,,,,,,1,0,0,0
9270,9267,1,85175,3,63,1,0,1,1,1,1,0,0,47.049999,12,435,12,12,,3,,,,5997.1396,4519.2954,17514.539,18258.779,28371.598,59686.859,65263.238,58983.871,56272.516,,80049.93,85481.68,98087.477,97295.328,92385.094,85075.867,,,117234.41,141975.86,96558.266,113419.87,,,50,29,32,52,42,52,52,47,52,49,,52,52,52,52,52,52,,,52,52,52,52,1,0,0,0
9271,9271,0,,12,59,1,1,0,1,1,0,0,1,99.046997,9,602,16,16,13,18,4347.7422,630.74048,2910.9417,7196.5679,16269.463,23863.559,6925.7441,23305.242,25466.395,34551.125,33178.426,45721.418,,,,,,,,,,,,,,46,0,32,52,52,52,15,52,52,52,52,52,,,,,,,,,,,,,,1,0,0,0
9272,9272,1,85673,3,57,1,1,0,1,0,1,0,0,1.0319999,11,312,9,9,,2,0,0,0,311.85126,316.35068,0,0,0,,575.85211,0,0,0,720.44934,24245.713,1567.8905,21462.205,9510.2305,14448.501,33243.996,23701.738,18422.551,22085.135,20328.055,,0,0,0,11,12,0,0,0,9,0,15,0,0,5,52,52,52,52,52,52,52,52,52,52,,1,0,0,0
9273,9273,1,90305,1,60,0,0,0,1,0,1,0,0,3.1340001,6,473,9,9,0,5,889.61499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0
9274,9274,1,140551,4,57,1,0,0,1,0,0,1,1,13.302,9,390,12,12,10,7,0,0,0,14393.136,21376.268,10946.586,0,,0,29944.311,27648.689,29894.773,28362.295,35221.969,34192.672,34707.875,35770.34,40758.129,35339.207,33243.996,29627.174,30145.99,52583.652,25410.068,29082.018,0,0,10,42,46,0,0,,0,28,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9275,9275,1,56107,6,63,1,0,1,1,0,1,0,0,5.9130001,11,,8,8,6,3,,,0,,0,0,0,0,0,0,0,,13346.963,0,0,1358.1343,,17661.857,17015.174,22162.666,11850.869,11165.182,13671.75,0,2714.3218,,,0,,0,0,0,0,0,0,0,,46,23,0,6,,52,52,52,10,0,44,17,0,1,0,0,0
9276,9276,1,70635,1,61,1,1,0,1,1,1,0,0,5.6989999,10,485,12,11,3,3,0,12014.104,0,10315.08,11298.238,6567.9517,4197.4204,5836.4434,5968.686,15356.057,29491.936,40445.871,38372.516,33620.969,43517.945,40744.027,41493.598,33965.109,47118.945,,46810.934,31262.51,43118.598,29475.68,13571.608,0,34,8,39,40,9,27,14,52,52,45,52,52,52,52,52,52,52,52,,52,52,52,52,52,1,0,0,0
9277,9276,1,54819,11,62,1,0,1,1,0,1,0,0,4.559,11,386,10,10,9,9,0,0,0,0,0,0,0,0,0,0,0,16705.902,15015.333,14408.986,0,0,0,0,0,25856.443,33182.434,2233.0364,19687.32,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,52,20,0,0,0,22,52,52,11,52,15,0,1,0,0,0
9278,9278,1,56107,7,63,1,1,0,1,0,1,0,0,10.659,10,412,12,12,4,3,,,,1079.4851,271.15771,0,0,0,0,,5308.5483,6330.6582,0,0,0,18108.457,22893.018,20379.064,0,0,,,,,,,,5,14,13,0,0,0,0,,16,32,7,0,0,43,52,52,0,0,,,,,,1,0,0,0
9279,9279,1,84617,8,59,1,0,1,1,1,0,1,1,49.785999,5,562,12,12,,12,11705.46,9010.5781,9262.0869,23496.793,12879.992,,42887.145,56945.852,63665.984,67182.75,53454.133,52755.484,46714.367,56034.949,52843.223,58852.484,71540.68,40758.129,13088.596,,74660.477,39078.137,0,0,0,38,39,34,52,52,,52,52,52,52,45,52,38,52,45,52,51,22,3,,52,30,0,0,0,1,0,0,0
9280,9279,1,66887,1,61,1,0,1,1,1,0,1,0,1.348,7,438,9,9,,11,16722.086,18021.156,13231.554,14393.136,4067.3657,2189.3174,2098.7102,5066.3569,39791.242,0,0,43962.902,,1120.699,2331.3186,15090.381,286.16272,,,0,35552.609,,0,0,24235.016,35,37,42,13,24,12,13,0,44,14,0,19,48,5,11,23,0,26,,52,45,15,5,0,13,1,0,0,0
9281,9279,1,113926,1,63,1,0,1,1,0,0,1,0,23.225,8,414,12,12,,11,,,1058.5243,0,0,0,1712.5476,11145.985,19497.709,21114.578,36864.918,49238.453,20854.629,0,35746.887,,14308.137,35323.715,44501.223,,85326.258,60291.98,41015.25,49803.734,32959.621,6,9,22,0,0,0,5,52,52,52,52,52,50,52,52,39,52,52,52,,52,52,21,52,52,1,0,0,0
9282,9282,1,64299,7,60,1,1,0,1,1,1,0,0,9.5830002,9,448,11,11,8,3,43477.422,43551.129,50279.902,38381.695,40673.656,52543.613,54566.469,60796.281,,44148.66,44237.902,43962.902,38372.516,32019.971,27975.822,0,6438.6616,16303.252,23559.473,30781.479,28442.088,44660.727,35756.883,0,0,48,48,52,52,52,52,52,52,,52,52,52,52,34,29,0,19,35,49,52,52,52,52,0,0,1,0,0,0
9283,9282,1,61537,3,63,1,1,0,1,1,1,0,0,.96600002,9,417,8,8,6,2,,,1058.5243,719.65674,0,875.72693,6296.1309,20265.428,17906.059,9597.5352,,26377.742,,28817.973,29530.035,25653.646,24323.832,679.30219,,,29627.174,0,0,0,0,8,7,11,5,2,3,1,38,35,47,45,33,52,52,52,52,52,35,52,52,52,0,0,0,0,1,0,0,0
9284,9284,1,75929,5,60,0,1,0,1,0,1,0,0,13.536,8,510,12,9,5,0,0,0,918.26978,0,0,0,0,0,21885.182,43188.91,12902.722,0,0,32019.971,34192.672,35764.203,47216.852,52985.57,36648.066,48019.109,62809.609,66991.094,63100.387,68098.984,126022.08,0,0,2,0,0,0,0,0,30,52,52,42,0,18,52,52,52,52,52,0,0,47,50,52,49,1,0,0,0
9285,9285,1,67807,4,62,1,0,1,1,1,0,1,0,1.729,10,,10,10,,4,,,7938.9321,5440.605,0,0,8394.8408,12159.257,,34551.125,18432.459,5275.5483,0,12807.988,15542.124,15090.381,25754.646,28530.691,23559.473,27087.701,30812.262,33495.547,29446.846,1524.6041,16479.811,0,,24,34,0,2,47,43,,43,45,5,1,11,31,46,52,52,51,52,52,52,52,6,52,1,0,0,0
9286,9285,1,113926,9,63,1,0,1,1,0,0,1,,,7,,12,12,,4,,,,,0,0,0,0,0,24953.592,11059.476,17585.162,13346.963,19211.982,9325.2744,24144.609,14308.137,12227.439,26177.191,28318.961,29627.174,8932.1455,26291.826,,,,,,,0,0,0,0,0,45,31,50,52,46,20,50,32,34,52,52,52,16,52,,,1,0,0,0
9287,9287,1,151302,2,58,1,1,0,1,0,0,1,1,22.115999,7,434,13,13,6,8,1672.2086,20123.625,23816.797,8635.8809,0,0,0,4053.0854,20393.012,28792.605,38708.164,33411.805,35035.777,6588248,34192.672,33198.836,40062.781,5434.4175,13088.596,9850.0732,18115.238,,24188.48,27442.875,0,16,52,52,23,0,0,0,6,52,52,52,52,52,52,52,52,52,5,52,52,52,52,52,52,45,1,0,0,0
9288,9287,1,66887,1,61,1,1,0,1,1,0,1,0,12.432,11,511,12,12,6,9,4856.0938,5208.1143,6351.1455,7196.5679,13557.886,14668.426,8394.8408,12159.257,19895.621,8637.7813,14745.968,19343.678,24191.369,,18650.549,15090.381,27900.865,23096.273,,,28442.088,,15775.097,0,19388.012,12,19,31,52,37,52,46,10,43,52,26,38,52,,50,52,52,50,,,23,26,37,0,7,1,0,0,0
9289,9289,1,83204,11,58,1,1,0,1,1,1,0,,,12,,12,12,0,0,7692.1597,,0,0,0,6997.0581,12592.262,0,15916.496,,,,22094.229,35221.969,26421.611,19617.494,18600.578,0,0,0,0,0,,,,25,,52,8,0,19,39,0,19,,52,,52,52,52,52,52,0,0,0,0,0,,,,1,0,0,0
9290,9289,1,94239,7,64,1,0,1,1,1,1,0,,,7,,8,8,,0,,,,,0,0,0,709.28998,,15356.057,2211.8953,0,0,3201.9971,,9054.2285,0,0,3926.5786,,16591.217,0,0,0,0,,,19,1,0,0,25,7,,24,15,10,8,7,28,17,0,0,21,31,8,0,0,0,0,1,0,0,0
9291,9289,1,70635,4,61,1,1,0,1,1,1,0,,,10,,8,8,,0,,36042.313,4070.0259,0,0,4166.271,5276.1577,4053.0854,,11517.042,0,0,5005.1108,0,0,0,,0,0,,0,0,0,0,0,0,6,24,0,0,26,43,41,,50,39,0,23,14,2,9,9,0,0,,0,0,0,0,0,1,0,0,0
9292,9292,1,108161,8,62,1,1,0,1,1,1,0,0,1.431,,477,12,11,10,3,,600.70526,15348.602,,4293.3306,,5246.7759,16212.342,23874.744,34551.125,30671.613,0,40197.715,38423.965,38855.309,40744.027,47216.852,57061.383,39265.785,67719.258,63994.695,48010.281,25765.99,0,0,0,19,37,,8,22,52,50,52,52,52,52,52,52,52,52,52,52,52,52,52,34,0,0,0,1,0,0,0
9293,9292,1,117529,7,64,1,1,0,1,1,1,0,0,3.6960001,11,435,,13,10,3,,,,,4230.0605,0,0,24318.514,0,,,35170.324,,,,,,,,,,,23136.809,0,0,,,,,27,0,0,49,16,,0,41,,,,,,,,,,,47,0,0,1,0,0,0
9294,9294,1,117529,5,64,1,0,1,1,1,1,0,0,4.79,13,,9,9,0,4,,,,0,0,0,1154.2906,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9295,9295,1,100397,5,63,1,0,1,1,1,0,1,0,43.241001,10,487,14,14,11,12,,,,5997.1396,677.89429,8757.2695,10273.187,10943.331,17906.059,27832.852,36938.648,39126.984,37421.547,33620.969,27975.822,29048.982,37587.473,38040.922,52354.383,50481.625,59254.348,56942.426,0,87410.641,86276.656,,,31,31,5,28,48,50,52,52,52,52,52,52,50,52,52,52,52,52,52,52,48,52,52,1,0,0,0
9296,9296,1,96971,4,57,1,0,1,1,1,1,0,,,10,435,10,10,2,4,0,3904.584,,,0,0,,,,,14745.968,17585.162,30030.666,28817.973,32638.461,27162.686,29689.383,,19632.893,,,0,,,,0,8,,,0,0,,,,,52,52,52,52,52,52,49,,52,,,0,,,,1,0,0,0
9297,9297,1,104996,9,62,1,0,1,1,1,1,0,0,2.7839999,14,,11,,0,8,12762.296,,0,,,,,,,,,14068.129,0,0,0,0,0,,0,0,0,0,0,10164.027,31020.818,36,,0,,,,,,,,,46,0,0,0,0,0,,0,0,0,0,0,52,43,1,0,0,0
9298,9298,1,161035,9,62,0,0,0,1,0,0,1,1,89.518997,6,475,15,15,12,12,,,3726.0054,0,0,0,0,0,0,0,0,0,0,0,0,897.87762,0,0,,0,11850.869,21213.846,39963.578,40656.109,56225.234,11,26,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,37,52,52,52,52,1,0,0,0
9299,9299,1,138483,6,58,1,0,1,1,1,0,1,0,50.220001,4,530,10,10,12,12,13377.669,12014.104,6615.7769,16791.99,23726.301,22987.832,28089.139,42557.398,31832.992,34551.125,33178.426,31653.291,30030.666,35221.969,37301.098,36216.914,44355.223,42116.734,28794.91,36937.773,165912.17,0,25240.154,22360.861,52347.633,31,40,10,25,52,52,52,52,50,52,52,52,52,52,52,52,52,52,0,26,10,52,52,46,52,1,0,0,0
9300,9300,1,121558,5,61,1,0,1,1,1,0,1,0,19.841,7,486,11,11,10,10,,3003.5261,3175.5728,0,9038.5908,15325.221,41974.207,50663.57,0,0,0,0,35035.777,40024.965,34192.672,52816.332,35770.34,,,,41478.043,8932.1455,21033.461,22360.861,40714.824,0,26,24,6,27,52,52,52,14,0,0,0,35,52,52,52,47,,,,52,17,52,52,52,1,0,0,0
9301,9300,1,138483,8,58,1,0,1,1,1,0,1,1,48.657001,4,647,14,14,11,11,5016.626,9010.5781,31755.729,,27115.771,35029.078,38826.141,40940.215,36806.898,19195.07,36864.918,48359.195,41709.258,40024.965,29530.035,28671.723,37916.563,40758.129,45810.086,46787.848,43848.219,45777.246,44696.105,52344.742,58164.035,39,32,51,52,47,52,52,52,52,40,47,52,52,29,52,52,52,52,52,52,52,52,52,43,52,0,1,0,0
9302,9299,1,161035,2,62,1,1,0,1,0,0,1,1,61.812,10,412,,16,12,14,,4502.2856,2117.0486,4797.7119,4519.2954,2627.1807,1678.9683,,,,,,,,,,,,,,,,,,,29,52,52,52,52,52,10,,,,,,,,,,,,,,,,,,,1,0,0,0
9303,9303,1,121558,5,61,1,1,0,1,1,0,1,1,23.839001,6,435,16,16,12,12,,1201.4105,793.89319,1919.0847,22596.477,25177.148,25184.523,42557.398,54712.957,42229.156,33178.426,65065.098,55056.219,41625.961,23313.186,22635.57,31477.9,24454.879,56280.961,51712.887,47403.477,36845.102,50480.309,68098.984,47500.629,17,14,23,36,52,52,52,52,50,52,52,52,52,49,44,17,47,52,52,52,52,52,52,52,52,1,0,0,0
9304,9304,1,121558,1,61,0,0,0,0,1,0,1,1,58.650002,5,544,14,12,12,12,668.88342,9010.5781,0,0,0,0,0,0,0,0,14745.968,21102.193,16683.703,16009.985,37301.098,0,38631.969,0,85075.867,30781.479,58069.262,109418.78,63100.387,,,35,29,38,9,0,0,0,0,0,0,36,52,52,51,52,52,52,0,52,52,52,52,52,,,1,0,0,0
9305,9304,1,161035,9,62,1,0,1,0,0,0,1,1,59.955002,7,578,14,14,12,12,,,793.89319,4797.7119,587.50842,0,15740.327,24318.514,25864.307,34551.125,38708.164,45721.418,38372.516,43226.961,46626.371,48741.93,22893.018,59778.594,65442.977,76953.695,77030.648,93787.523,94650.578,,,0,46,34,31,11,0,23,52,52,52,52,52,41,19,52,52,52,52,52,52,39,39,52,,,1,0,0,0
9306,9306,1,174485,7,60,1,1,0,1,1,0,1,1,41.401001,4,479,15,15,4,14,,1201.4105,21170.486,21589.703,49712.25,59111.566,67158.727,,82765.781,76780.281,82946.07,8792.5811,50051.109,64039.941,85481.68,75451.906,82987.195,82059.703,91620.172,76338.07,,,,24393.666,0,0,3,21,35,48,52,52,,51,52,52,52,10,52,52,52,52,52,52,52,,,,0,0,1,0,0,0
9307,9306,1,165225,3,63,1,1,0,1,1,0,1,0,.59899998,12,534,12,12,4,14,,,,0,1807.7181,0,6296.1309,,945.04199,0,3686.4919,5275.5483,4170.9258,56034.949,,,0,54344.176,,,0,0,0,4543.3203,23265.613,,,28,9,12,0,18,,36,13,5,37,52,50,34,10,0,52,48,0,0,0,0,17,42,1,0,0,0
9308,9306,1,199197,8,64,1,1,0,1,0,0,1,0,35.791,13,525,12,12,4,14,,,,,,17873.586,16789.682,10132.714,19895.621,33238.184,35021.672,40445.871,41041.91,16009.985,21758.973,22635.57,20031.391,27172.088,,,2962.7173,,58893.691,142296.39,37806.625,,,,33,21,33,52,42,48,50,52,52,52,51,52,52,50,52,,,52,,52,52,52,1,0,0,0
9309,9309,1,164173,11,62,1,1,0,1,1,0,1,0,12.81,9,437,12,12,12,12,,,0,0,0,3283.9758,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0
9310,9309,1,218194,1,64,1,1,0,1,1,0,1,0,16.118,13,438,12,11,12,12,,,,0,0,0,,,2586.4307,3839.0142,1658.9214,21102.193,36704.148,25615.977,23313.186,6036.1523,0,0,0,0,0,,525.83655,0,0,,,0,0,0,0,,,35,28,10,23,52,52,52,37,0,0,0,0,0,,52,0,50,1,0,0,0
9311,9311,0,,5,60,1,1,0,0,1,0,0,0,3.566,10,370,9,9,6,6,3344.4172,6487.6167,15838.169,4797.7119,11298.238,,,,,28792.605,36864.918,35170.324,,,,,,,,,,,,,,27,26,43,33,52,,,,,52,52,52,,,,,,,,,,,,,,1,0,0,0
9312,9312,1,86069,8,62,1,0,1,1,0,1,0,0,28.129,6,349,12,10,13,2,,,0,0,0,0,0,0,746.08575,2687.3098,22118.951,8792.5811,5005.1108,0,0,0,0,0,14397.455,9850.0732,0,0,0,10164.027,0,7,0,0,6,0,0,0,0,0,5,52,52,20,0,0,0,0,0,48,52,0,0,0,43,0,1,0,0,0
9313,9312,1,119127,6,63,1,0,1,1,1,1,0,0,32.353001,8,341,14,13,,2,,,,0,0,0,0,10142.847,11937.372,15356.057,11059.476,14068.129,11678.592,4802.9956,0,9054.2285,14308.137,15623.95,18324.033,18468.887,17183.762,17864.291,20507.625,0,0,,,0,0,0,0,0,37,52,52,37,52,52,33,9,24,52,52,52,52,52,50,51,0,0,1,0,0,0
9314,9314,1,141068,4,58,1,0,1,1,1,0,1,,,7,544,9,9,9,10,6381.1479,12140.253,0,16791.99,10281.396,8757.2695,20987.104,14185.799,,,,,,,,,,,0,0,0,0,,,,21,45,52,52,39,27,52,49,,,,,,,,,52,,0,0,0,0,,,,1,0,0,0
9315,9315,1,175795,2,63,1,0,1,1,0,0,1,0,21.353001,7,518,12,12,20,12,,,0,11432.947,20336.828,16196.569,25604.266,30398.141,25864.307,24953.592,11059.476,22860.709,31699.035,33300.77,41963.734,37725.953,38631.969,0,61516.398,67719.258,62809.609,78156.273,84133.844,81312.219,0,0,8,0,30,27,34,52,52,52,41,32,33,52,52,52,52,52,52,52,52,52,52,52,52,0,1,0,0,0
9316,9316,1,123827,11,61,1,0,1,1,1,0,1,0,20.419001,5,463,10,10,12,12,,12014.104,21170.486,23988.559,22596.477,28461.125,,,,1151.7042,1290.2722,43962.902,10010.222,0,18650.549,37725.953,21462.205,17661.857,23559.473,61562.957,16591.217,15631.255,26291.826,33541.293,29082.018,0,34,52,52,52,52,,,,0,29,52,52,6,18,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9317,9317,1,178448,2,60,1,1,0,0,0,0,1,1,69.738998,7,499,15,15,9,11,13377.669,12014.104,0,7196.5679,13218.938,10946.586,20987.104,10132.714,26739.715,3839.0142,46081.148,0,0,40024.965,32638.461,34104.262,31477.9,0,,,40292.957,,31550.193,,,52,52,52,34,46,52,52,30,52,26,51,35,37,40,52,52,52,52,52,,52,52,52,,52,1,0,0,0
9318,9318,1,97838,2,62,1,0,1,0,1,0,1,0,40.509998,7,412,12,12,12,12,,5781.7881,5821.8833,1151.4508,6778.9429,14449.494,20987.104,32424.684,,28408.705,28570.313,28136.258,,,,,,,,,,,,,,0,28,30,12,27,49,52,52,19,46,52,52,,,,,,,,,,,,,,1,0,0,0
9319,9319,1,169037,5,57,1,1,0,0,0,0,1,1,25.759001,6,382,13,13,12,12,6688.8345,33621.473,29241.732,27346.957,29375.42,28461.125,29801.686,30398.141,37801.68,46068.168,40551.41,33411.805,20854.629,360.22467,7771.062,36216.914,,46192.547,49736.664,64025.477,69920.133,59175.465,59945.367,58443.16,61072.238,26,52,52,52,41,52,52,52,52,50,52,52,35,6,37,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9320,9319,1,139083,2,60,1,1,0,0,0,0,1,1,61.146,7,521,14,14,12,8,6019.9507,30035.262,34402.039,32384.555,35476.469,27366.467,31480.654,34451.227,47749.488,44148.66,51979.535,50996.969,40040.887,28817.973,32638.461,35362.797,38631.969,86950.68,36648.066,,66364.867,64758.055,67445.898,71148.195,72589.688,25,52,52,52,52,52,52,52,52,50,51,52,43,33,17,40,52,52,30,,52,52,52,52,52,1,0,0,0
9321,9321,1,122093,3,59,1,1,0,1,1,0,1,1,80.070999,12,463,16,15,12,18,351.16382,7508.8154,18087.533,479.77118,1129.8239,8941.1719,39875.496,50663.57,51728.613,,,,,,,,,,,,,,,,,2,23,37,2,4,13,52,52,50,,,,,,,,,,,,,,,,,1,0,0,0
9322,9321,1,129007,1,62,1,1,0,1,0,0,1,1,42.970001,6,501,14,14,12,18,,4204.9365,2963.8679,232.68903,40673.656,15325.221,18888.393,21278.699,29843.43,38390.141,42394.656,31653.291,47882.227,51231.953,45072.16,52816.332,50793.883,44833.945,47773.375,55406.664,54514,50243.316,41015.25,,,0,11,29,1,24,50,52,52,52,52,52,33,52,52,52,52,52,52,52,52,52,52,52,,,1,0,0,0
9323,9323,1,150419,1,59,1,1,0,1,0,0,1,1,15.298,7,479,16,14,12,12,0,1790.1016,1587.7864,1919.0847,4519.2954,3065.0442,4197.4204,16212.342,21885.182,24953.592,27648.689,50996.969,50051.109,38423.965,40409.523,42253.066,42924.41,58419.988,49736.664,,,,,,,7,6,17,35,17,44,19,35,45,52,52,52,52,52,52,52,52,52,52,,,,,,,1,0,0,0
9324,9323,1,97838,6,62,1,1,0,1,1,0,1,0,41.250999,6,551,12,12,12,12,,1952.292,4763.3594,29985.699,20336.828,21893.172,18888.393,31614.066,32827.773,22266.281,33178.426,33411.805,25025.555,30418.973,30307.143,33198.836,22893.018,40758.129,54972.102,57869.18,40292.957,51359.836,49428.637,52852.945,62041.637,0,21,14,46,52,49,46,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9325,9325,1,181967,4,58,1,1,0,0,0,0,1,1,5.8639998,6,348,12,12,8,8,0,3243.8083,0,3118.5127,15817.533,0,0,12159.257,,9597.5352,22118.951,19343.678,18352.074,0,0,0,21462.205,27172.088,30103.77,,,,,,,0,21,0,32,33,0,0,30,,28,52,36,50,11,0,0,52,52,52,,,,,,,1,0,0,0
9326,9325,1,96512,9,61,1,1,0,0,1,0,1,0,36.519001,9,463,15,15,8,9,,1621.9042,12167.736,16791.99,18077.182,24082.49,,18238.885,,,,,,,,,37916.563,40758.129,,,,,,,,0,13,52,52,52,52,48,52,,,52,,,,52,52,52,52,52,52,,52,52,,,1,0,0,0
9327,9327,1,96512,7,61,0,0,0,1,1,0,1,0,7.6999998,8,540,12,12,,12,1755.819,1712.0099,2381.6797,1871.1075,18077.182,14230.563,20724.764,32424.684,17906.059,17275.563,16589.213,22860.709,22903.387,14408.986,20204.762,25653.646,200916.28,42116.734,48427.805,45556.59,34367.523,68107.609,48376.961,,,0,8,9,10,46,36,52,52,36,47,52,49,49,30,24,41,52,51,52,52,1,4,48,,,0,0,1,0
9328,9328,1,158624,9,62,1,1,0,0,1,1,0,0,2.971,9,503,12,11,12,12,,,1294.0459,,,0,503.69046,1823.8884,21885.182,30865.674,25805.443,33411.805,35035.777,0,0,0,14308.137,,,,112583.26,491268,,20328.055,0,0,0,19,,5,0,41,6,48,52,52,41,41,24,0,0,34,,,,52,52,31,52,38,1,0,0,0
9329,9328,1,172362,9,64,1,1,0,0,1,1,0,0,.197,7,647,12,12,12,12,,,,1199.428,0,,12592.262,26345.057,23874.744,28792.605,36864.918,43962.902,133469.63,,243015.09,,,81516.258,,,,,,,,,,,28,9,11,35,52,52,52,52,52,41,,52,,52,52,52,,,,,,,1,0,0,0
9330,9330,0,,6,58,1,0,1,1,0,0,0,1,60.405998,4,330,16,16,8,10,879.58173,1201.4105,,,25258.342,30650.441,29381.943,38504.313,49739.051,0,0,10551.097,,,,,,,,,,,,,,10,29,,,52,52,52,52,52,31,0,15,,,,,,,,,,,,,,1,0,0,0
9331,9330,0,,12,59,1,0,1,1,1,0,0,0,47.021999,6,394,12,12,8,12,1979.895,0,2646.3108,0,0,0,0,0,,,,0,,,,,,,,,,,,,,0,0,33,7,0,0,0,11,,16,52,2,,,,,,,,,,,,,,1,0,0,0
9332,9332,1,177592,4,57,1,1,0,1,0,0,1,1,46.143002,8,605,17,16,0,10,4682.1841,9010.5781,7938.9321,26387.414,31635.066,35029.078,33579.363,38504.313,37801.68,45607.488,73729.836,82650.258,75076.664,77648.43,82373.258,90542.281,70109.867,0,65442.977,60331.699,60439.434,61408.5,62048.711,55902.152,67858.039,8,44,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
