PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
9333,9333,1,158032,1,59,1,1,0,1,0,0,1,1,28.607,8,595,,13,0,12,0,6007.0522,29109.418,26387.414,,,,,,47987.676,49767.641,50996.969,49984.375,48029.957,51289.008,52816.332,51509.293,0,54972.102,54175.402,54514,55825.91,54687,55902.152,52347.633,0,20,52,52,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,1,0,0,0
9334,9334,1,180781,11,62,1,1,0,1,1,1,0,1,83.716003,7,425,13,13,8,12,,,2117.0486,14393.136,33442.785,38170.746,33579.363,52690.113,47749.488,49907.184,51610.887,49238.453,50051.109,67241.938,,,,,,,,,,,,8,6,17,45,52,52,42,52,52,52,52,52,52,52,,,,,,,,,,,,1,0,0,0
9335,9335,1,141226,6,62,1,0,1,1,1,0,1,0,25.292999,8,412,12,12,,11,,,5557.2524,18471.189,17399.287,19703.855,18888.393,24318.514,19895.621,28792.605,0,0,0,124.87788,0,1056.3267,0,0,0,0,0,0,,,,34,25,35,52,52,50,51,52,52,52,38,0,0,0,0,6,0,0,0,0,0,0,,,,1,0,0,0
9336,9336,1,201905,1,58,1,1,0,1,0,0,1,1,9.4790001,6,579,13,13,6,12,5040.0366,1943.2814,8203.5635,,23653.992,29555.783,27883.465,29384.869,33822.555,51826.691,32935.121,31653.291,8952.4756,33620.969,32638.461,32444.318,,0,29988.59,,,,,,,50,9,26,31,52,52,52,52,52,52,52,52,20,52,52,52,52,52,52,,,,,,,1,0,0,0
9337,9336,1,166901,2,59,1,1,0,1,0,0,1,1,5.6009998,10,578,12,12,6,6,5351.0674,0,0,0,0,17514.539,20987.104,28371.598,33822.555,1919.5071,921.62299,0,3336.7407,0,0,18108.457,32908.715,0,31412.629,0,35552.609,0,0,0,0,46,0,0,0,0,41,52,52,52,33,10,15,17,29,0,22,52,47,52,52,52,0,0,0,0,1,0,0,0
9338,9336,1,150098,2,60,1,1,0,1,1,0,1,1,35.970001,6,487,12,12,10,10,836.10431,5766.77,1587.7864,0,36154.363,4378.6348,37776.785,18238.885,,28792.605,36864.918,35170.324,30030.666,40024.965,,,,20379.064,,19700.146,,18757.506,,16262.444,19388.012,1,16,18,42,52,26,45,41,52,52,52,52,35,29,,52,52,52,52,9,,52,,52,52,1,0,0,0
9339,9336,1,141226,8,62,1,1,0,1,1,0,1,,36.393002,9,412,12,12,10,10,,,3453.4355,2893.0203,0,,23085.813,18238.885,,34551.125,22118.951,31653.291,23357.184,,1044.4308,7545.1904,42924.41,,,,35552.609,31262.51,12304.575,40656.109,,0,0,15,13,47,52,52,52,52,52,52,52,52,20,25,35,52,,,,52,52,52,52,,1,0,0,0
9340,9336,1,152029,11,63,1,1,0,1,0,0,1,0,14.766,8,412,12,12,12,10,,,,0,0,0,4186.9272,,0,11517.042,22118.951,22860.709,21688.814,20812.98,0,0,0,0,,0,32945.418,55825.91,44170.27,38623.305,36837.223,,,0,0,0,0,24,51,0,17,52,52,52,51,11,0,0,52,52,52,52,52,52,52,52,1,0,0,0
9341,9341,1,154323,2,60,1,0,1,1,0,0,1,1,42.847,12,462,14,13,11,12,1672.2086,4934.7935,3440.2039,0,12516.188,0,4029.5237,2559.5234,17906.059,0,2864.4043,10199.394,3837.2517,22413.979,26421.611,22635.57,429.24408,40758.129,47577.043,46787.848,47403.477,53592.871,51006.145,49803.734,53317.031,0,24,33,0,33,52,22,22,12,15,0,14,22,29,35,41,49,52,52,52,52,52,52,52,52,1,0,0,0
9342,9341,1,143142,8,62,1,0,1,1,0,0,1,1,32.771999,6,542,17,17,,12,,,928.85504,0,1152.4203,0,0,1294.9608,19895.621,21114.578,35148.859,41833.34,41762.645,40076.195,39107.094,42253.066,40151.492,38125.156,41883.504,36937.773,37922.781,33495.547,46273.617,26770.016,33929.02,6,10,7,0,7,18,0,7,51,52,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9343,9343,1,128272,3,63,1,0,1,1,1,1,0,0,4.0669999,13,394,12,12,,6,,,1587.7864,,0,0,0,0,0,0,0,0,0,0,0,7243.3828,0,0,0,24625.184,0,0,0,,,,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0
9344,9344,1,98310,4,60,1,1,0,0,0,1,0,,,4,525,14,,7,7,4458.1079,18021.156,55572.523,,,,,,,0,36864.918,35170.324,1001.0222,24014.979,0,1207.2305,20031.391,32606.504,,16006.369,,,,,,41,30,36,,,,,,,0,27,52,52,46,0,17,48,52,,52,,,,,,1,0,0,0
9345,9345,1,103591,3,57,1,1,0,1,1,1,0,1,94.443001,7,595,16,16,12,12,0,4505.2891,13231.554,19190.848,13557.886,19703.855,41974.207,18238.885,10345.723,5758.521,9216.2295,7034.0645,20020.443,40024.965,34192.672,63379.598,68679.055,70647.43,65442.977,88650.664,79400.828,89321.453,77823.805,81312.219,82399.047,0,27,36,52,36,35,52,32,47,52,52,52,30,52,43,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9346,9346,1,179260,1,58,1,0,1,1,0,0,1,,,7,494,16,16,,,10033.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11769.873,0,,1231.2592,735.93903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,52,52,0,0,0,0,1,0,0,0
9347,9347,1,166523,3,57,0,0,0,1,0,0,1,1,35.576,6,497,14,14,12,9,0,0,0,,7908.7666,28461.125,31333.744,33164.371,35871.805,34551.125,36540.508,35697.879,35035.777,41625.961,43517.945,37725.953,40062.781,43475.34,44501.223,46787.848,45033.305,44660.727,,48787.332,49924.129,0,0,13,48,6,38,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9348,9348,1,79916,4,58,1,1,0,1,1,1,0,0,.117,6,435,12,12,5,4,26755.338,19522.92,4234.0972,16791.99,4519.2954,8757.2695,,,,,5529.7378,6154.8066,4337.7627,4802.9956,2953.0037,10563.267,12877.323,16303.252,17015.174,0,,,,,,47,35,18,46,0,17,,,,,2,26,30,32,52,52,52,52,52,0,,,,,,1,0,0,0
9349,9349,1,69475,2,61,1,0,1,1,0,1,0,,,9,445,12,12,16,6,0,0,,0,0,0,6980.3105,3647.7769,,,2949.1936,0,2335.7185,8004.9927,13366.227,12675.92,12104.684,0,23559.473,16006.369,16591.217,23446.881,17878.441,0,0,0,0,,0,0,0,21,13,16,,12,18,20,21,34,44,19,52,52,52,52,52,52,40,17,1,0,0,0
9350,9349,1,61758,2,60,1,0,1,1,1,1,0,0,15.076,7,361,10,10,,8,2341.092,24028.209,26463.107,35982.84,29375.42,41597.027,,34451.227,55707.738,32631.619,29491.936,29894.773,26693.926,27216.975,27198.717,42253.066,31477.9,48909.758,44501.223,68.950516,,51359.836,44170.27,36590.5,63011.039,19,52,52,52,52,52,,52,52,43,50,48,52,52,52,52,52,52,52,52,,52,52,52,52,1,0,0,0
9351,9351,0,,2,58,0,0,0,1,0,0,0,0,2.2869999,14,346,4,4,18,14,0,0,0,1755.9625,677.89429,3940.771,1689.4618,2634.5056,397.91241,0,,,,,,,,,,,,,,,,0,0,0,24,36,51,44,52,52,24,17,52,,,,,,,,,,,,,,1,0,0,0
9352,9352,0,,7,57,1,1,0,0,1,0,0,0,3.569,10,495,7,7,0,0,6508.2358,15017.631,,23988.559,28245.596,32839.758,31480.654,36477.77,47749.488,67182.75,25436.795,0,,,,,,,,,,,,,,10,33,,52,52,52,52,52,52,52,52,52,,,,,,,,,,,,,,1,0,0,0
9353,9352,0,,8,62,1,1,0,0,0,0,0,1,62.921001,8,521,14,14,16,8,,0,1397.2521,0,0,17514.539,0,18968.439,0,0,0,0,,,,,,,,,,,,,,0,0,7,0,0,44,15,31,15,0,0,0,,,,,,,,,,,,,,1,0,0,0
9354,9354,1,140932,10,60,1,1,0,1,0,1,0,1,.71799999,9,346,13,13,9,12,177.2541,2276.6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33495.547,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9355,9354,1,159838,10,58,1,1,0,1,0,1,0,1,23.726999,7,546,15,15,6,11,3009.9753,0,0,1919.0847,12461.957,3283.9758,52467.758,50663.57,49739.051,61424.227,47924.395,31653.291,16683.703,25615.977,,,44355.223,47551.152,39475.203,41862.813,48588.566,59175.465,49428.637,46754.527,60102.836,2,6,0,28,46,40,52,52,52,52,52,49,50,34,25,52,52,52,52,52,52,52,52,50,52,1,0,0,0
9356,9356,0,,3,63,1,1,0,1,0,0,0,,,10,513,,,10,11,,,0,4797.7119,12879.992,,,,,,,,,,,,,,,,,,,,,0,0,0,9,33,,,,,,,,,,,,,,,,,,,,,1,0,0,0
9357,9357,1,130117,2,64,1,1,0,1,1,1,0,0,59.615002,10,502,12,12,12,12,,,,,26663.842,21893.172,19360.602,21785.334,28848.65,35996.516,23040.574,38687.355,45046,41625.961,0,0,0,0,34030.348,36937.773,41478.043,,39963.578,44721.723,46531.227,,,0,,51,52,52,46,52,52,52,52,52,52,17,0,0,0,52,52,52,,52,52,52,1,0,0,0
9358,9358,1,119746,10,62,1,1,0,1,1,1,0,1,5.3930001,8,394,16,16,6,13,,,3704.835,0,1830.3146,0,10493.552,10132.714,27853.869,30712.113,35021.672,38687.355,30030.666,38423.965,40409.523,42253.066,38631.969,38040.922,,,,,,,22296.213,0,10,9,0,10,0,50,52,49,50,52,52,50,52,49,52,52,49,,,,,,,52,1,0,0,0
9359,9359,1,118853,5,60,1,1,0,1,0,1,0,1,35.540001,6,438,13,13,9,13,0,1201.4105,793.89319,33583.98,31635.066,34591.211,38826.141,43570.668,41780.805,44148.66,51610.887,49238.453,49383.762,41625.961,38078.203,36971.434,36485.746,0,0,18468.887,17776.305,17864.291,35756.883,36590.5,44592.426,0,4,5,9,52,52,52,52,52,52,52,32,16,25,51,52,23,0,0,38,52,52,49,52,52,1,0,0,0
9360,9359,1,85810,4,62,1,1,0,1,0,1,0,1,84.813004,10,412,16,16,9,13,,,2646.3108,11994.279,9038.5908,0,0,6079.6284,39791.242,51826.691,68200.102,0,78413.406,80049.93,,67906.711,71540.68,78799.055,88348.016,70181.773,97177.133,89321.453,78875.484,76230.211,82399.047,8,6,12,52,52,1,0,8,52,52,52,52,52,52,20,23,52,52,50,52,52,33,52,52,51,1,0,0,0
9361,9361,1,116003,4,63,0,0,0,1,1,0,1,0,3.8239999,11,374,12,12,,,,901.05786,,,,,,0,0,61424.227,17510.836,17585.162,23357.184,22413.979,1476.5018,2263.5571,,,,,,22330.363,26291.826,18295.25,29082.018,,,,,,,,0,0,19,37,49,52,28,7,22,,,,,,52,52,43,52,1,0,0,0
9362,9362,1,112779,3,64,1,0,1,1,1,1,0,0,.28799999,10,408,12,10,11,11,,,,,10846.309,18609.197,,,,23034.084,36864.918,15826.646,2002.0444,0,1865.0549,15090.381,0,0,41883.504,,,0,22085.135,40656.109,38776.023,,,25,,17,47,,,,51,9,39,44,0,11,27,0,0,52,,,0,52,52,52,1,0,0,0
9363,9363,1,76122,10,63,1,0,1,1,0,1,0,0,30.503,8,,14,,12,6,,,,,0,0,0,,,,0,8915.6768,,,,,,,,,,,,,,,,6,,0,0,0,,,,0,14,,,,,,,,,,,,,,1,0,0,0
9364,9364,1,116836,7,58,1,0,1,1,0,1,0,1,28.389,8,510,17,16,0,3,1170.546,2402.821,2646.3108,3598.2839,2711.5771,10070.859,23505.555,32424.684,,34551.125,40920.063,,40040.887,38423.965,0,0,49363.07,0,0,0,0,0,0,0,,10,8,32,46,38,30,52,52,,52,51,,52,32,5,0,52,0,0,0,0,0,0,0,,1,0,0,0
9365,9365,1,76122,8,63,1,0,1,1,0,1,0,0,21.412001,11,417,13,13,12,12,,,,1919.0847,16947.357,27366.467,15740.327,25331.785,,10557.289,14745.968,22860.709,25859.74,6403.9941,26421.611,30180.762,30047.086,27172.088,24213.902,28318.961,35552.609,,36808.559,36590.5,33929.02,,,17,50,52,52,48,52,,52,52,52,52,52,52,52,39,52,52,52,52,52,52,52,52,1,0,0,0
9366,9366,1,110054,5,60,1,0,1,1,0,0,1,1,49.799,9,524,14,13,16,11,7692.1597,23787.928,21170.486,32144.668,20336.828,19703.855,30221.428,33032.648,27853.869,34435.957,,,,,,,,,,,41478.043,46893.762,57842.02,47770.93,0,15,51,42,52,36,52,52,51,42,52,,,,,,,,,,,52,52,52,43,0,1,0,0,0
9367,9366,1,108178,11,61,1,0,1,1,1,0,1,1,53.979,8,647,14,13,16,11,,8671.1797,9262.0869,9595.4238,14687.71,32620.828,30431.299,33437.957,35812.117,46068.168,47924.395,49238.453,51719.48,52832.953,52066.117,51307.293,52224.699,54344.176,,,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,27,52,52,52,52,,,,,,,,1,0,0,0
9368,9368,1,92376,8,61,1,0,1,1,1,1,0,1,90.655998,7,515,13,13,12,9,2675.5337,9010.5781,12702.291,5157.54,0,21893.172,17839.037,26345.057,39791.242,42229.156,46081.148,56272.516,65066.441,67241.938,85481.68,70924.789,77263.938,95102.305,117797.36,150213.63,,0,0,,,33,13,16,13,0,51,34,52,52,52,52,52,52,52,52,52,52,52,52,52,,0,0,,,1,0,0,0
9369,9369,1,108178,1,61,1,0,1,1,1,0,1,0,6.112,6,519,10,10,7,9,3277.5288,300.35263,6351.1455,19291.6,13673.128,9195.1328,16789.682,23183.648,9947.8105,7678.0283,12902.722,15826.646,6673.4814,0,0,13581.343,12877.323,11451.676,39265.785,28318.961,0,0,0,0,0,9,18,16,52,52,52,51,52,52,52,48,52,42,8,0,25,0,52,50,52,0,0,0,0,0,1,0,0,0
9370,9370,1,91817,1,61,1,0,1,1,0,1,0,1,37.868999,7,551,13,13,9,15,1003.3251,0,0,2398.856,,21893.172,14690.972,42557.398,23874.744,19195.07,95848.789,22860.709,34201.59,40024.965,62168.496,60361.523,42924.41,88309.281,0,46787.848,141025.34,43544.207,63100.387,0,0,27,0,0,20,,47,40,52,37,26,52,50,24,43,52,52,3,0,1,52,52,52,52,0,0,1,0,0,0
9371,9370,1,77015,9,63,1,0,1,1,0,1,0,0,24.548,11,340,9,9,,15,,,0,11994.279,2259.6477,0,0,,13926.935,0,,45721.418,10010.222,32019.971,77710.617,0,0,29889.297,,0,35552.609,33495.547,52583.652,55902.152,,,,7,30,32,0,0,,4,17,11,52,36,22,41,4,0,52,14,5,52,52,52,52,52,1,0,0,0
9372,9372,1,109150,3,64,1,1,0,1,1,1,0,0,11.906,10,287,11,11,11,11,,,,1439.3135,0,0,0,7295.5537,1193.7372,959.75354,,0,4004.0889,0,0,0,12877.323,,,11081.333,18487.357,0,0,0,0,,,0,6,0,0,0,34,30,52,12,7,13,3,0,0,52,5,36,52,52,0,0,0,0,1,0,0,0
9373,9373,1,117256,5,59,1,1,0,0,1,0,1,1,53.870998,6,606,16,16,6,6,13377.669,7508.8154,41017.816,19190.848,27115.771,32839.758,27283.234,46610.484,99478.102,115170.42,66356.852,26377.742,75076.664,115271.89,54397.434,67906.711,71540.68,135860.44,,,0,167477.73,323729.16,,145410.09,52,52,52,52,38,47,52,40,52,52,47,50,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9374,9374,1,114303,4,58,1,1,0,0,0,1,0,0,0,11,369,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9375,9375,1,82699,8,61,1,0,1,1,1,1,0,1,73.787003,8,457,19,16,4,11,,1351.5868,1301.9849,1175.4393,0,8757.2695,29381.943,20265.428,4973.9053,5758.521,46081.148,47479.934,48382.738,46428.957,49734.797,45271.141,12018.835,51626.965,69369.555,70428.023,82482.055,79272.789,80452.992,96080.555,78521.445,7,8,7,7,0,41,52,32,9,0,18,52,52,52,52,52,52,49,52,52,47,50,52,52,52,1,0,0,0
9376,9375,1,72047,11,63,1,0,1,1,1,1,0,0,18.833,12,435,12,12,4,11,,,,1175.4393,2847.156,0,7219.5635,14185.799,8911.248,19195.07,31335.182,33411.805,,,,,,,,41862.813,35552.609,0,0,0,0,,,7,7,11,0,19,52,17,52,52,50,,,,,,,,52,46,0,0,0,0,1,0,0,0
9377,9377,0,,1,61,1,1,0,0,1,0,0,1,77.735001,6,500,12,12,2,3,2675.5337,4805.6421,0,0,0,0,1888.8392,9727.4053,44566.191,53746.195,58615.223,63306.582,,,,,,,,,,,,,,52,52,6,0,0,0,0,36,52,52,52,52,,,,,,,,,,,,,,1,0,0,0
9378,9378,0,,8,64,1,0,1,1,0,0,0,,,10,402,,12,,11,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0
9379,9379,0,,9,63,1,1,0,1,1,0,0,,,8,472,16,16,12,4,,,,7916.2246,6778.9429,7662.6104,14481.101,18238.885,45759.926,57585.211,73729.836,158266.45,,,,,,,,,,,,,,,,44,27,47,52,44,52,51,52,52,52,,,,,,,,,,,,,,1,0,0,0
9380,9380,1,79324,2,63,1,1,0,0,0,1,0,0,30.145,6,530,13,13,11,10,,,13231.554,11994.279,11298.238,7443.6787,20987.104,22291.971,39791.242,32631.619,0,0,0,24014.979,34192.672,34707.875,32908.715,33965.109,36909.84,0,0,0,0,0,6785.8042,0,28,52,40,28,28,47,52,52,52,4,0,0,38,52,52,52,52,52,0,0,0,0,0,0,1,0,0,0
9381,9381,1,101843,12,57,0,1,0,0,0,1,0,1,37.450001,6,561,14,14,17,7,0,0,0,28786.271,40673.656,17514.539,41974.207,40530.855,63665.984,63343.73,58983.871,49238.453,63398.07,60837.945,57505.859,45271.141,24323.832,58419.988,45810.086,55406.664,55699.086,53592.871,51531.98,51226.699,53317.031,0,0,0,34,52,52,52,52,48,52,52,34,52,52,52,28,52,52,52,52,52,52,52,52,52,1,0,0,0
9382,9382,1,101843,9,57,1,1,0,0,0,1,0,0,9.1429996,9,390,5,5,6,6,0,0,0,0,0,10946.586,14690.972,20265.428,0,0,0,0,0,0,0,0,0,6793.022,0,0,8.2956085,13398.218,12620.077,18498.531,0,0,0,0,0,2,36,30,44,0,0,0,0,0,0,0,0,0,40,0,0,52,5,52,52,0,1,0,0,0
9383,9383,1,105263,12,59,0,0,0,0,0,1,0,0,12.702,10,,11,11,5,12,,0,12702.291,7196.5679,9038.5908,6567.9517,,8957.3193,3979.124,11900.943,32072.48,0,38188.996,31219.471,22536.08,33953.355,44355.223,43475.34,45810.086,43094.07,46218.391,46893.762,0,0,0,0,16,49,18,52,45,49,52,44,50,49,52,52,52,52,52,49,52,52,52,52,52,0,0,0,1,0,0,0
9384,9383,1,94569,11,61,0,0,0,0,0,1,0,0,2.4760001,11,,10,10,5,12,,0,0,14393.136,0,2189.3174,4197.4204,0,0,0,0,0,0,0,0,0,0,0,0,14775.11,,,13671.75,11180.431,24235.016,0,0,0,50,17,14,23,0,0,0,0,0,0,0,0,0,0,0,0,52,50,52,52,52,52,1,0,0,0
9385,9385,1,105263,11,59,1,0,1,0,0,1,0,0,13.306,12,403,,12,3,4,1003.3251,9010.5781,,11994.279,13557.886,26271.807,,,,,,,,,,,,,,,,,,,,7,22,,51,52,52,,,,,,,,,,,,,,,,,,,,1,0,0,0
9386,9385,1,96747,8,61,0,0,0,0,1,1,0,0,25.73,8,435,12,12,3,5,,0,0,37422.152,13557.886,15325.221,31480.654,40530.855,35812.117,17275.563,0,31653.291,31699.035,16810.484,7771.062,15090.381,50078.477,63854.406,73296.133,72644.289,75845.563,81505.828,71513.766,66066.18,58164.035,0,0,0,47,23,42,52,52,52,52,10,30,52,42,0,21,52,52,52,52,52,52,52,52,52,1,0,0,0
9387,9385,1,84286,1,63,0,0,0,0,1,1,0,0,21.247,10,525,12,12,3,5,,,0,2398.856,6778.9429,6567.9517,0,0,0,0,33178.426,50996.969,50051.109,49630.953,60614.285,61870.563,65817.43,63854.406,64134.117,63609.313,61624.523,74806.719,60997.039,66066.18,58164.035,0,0,0,25,46,41,0,0,0,0,47,46,52,52,52,52,52,52,52,52,52,52,52,52,52,1,0,0,0
9388,9385,1,79324,12,63,0,0,0,0,0,1,0,0,9.3549995,11,390,11,11,3,5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,9510.2305,2617.719,20931.406,22516.652,24563.4,34705.211,33541.293,0,,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,26,40,49,52,45,52,52,47,34,1,0,0,0
9389,9389,1,84286,10,63,1,1,0,0,1,1,0,0,100,5,468,18,16,6,10,,,,0,1807.7181,0,0,26345.057,57697.301,65263.238,64513.609,63306.582,72218.742,75246.93,74602.195,71679.305,85848.82,96460.906,117797.36,135438.52,130359.56,133982.19,89392.211,127050.34,126022.08,,,0,0,14,0,0,21,52,52,52,52,51,52,52,52,52,52,52,52,25,52,37,52,52,1,0,0,0
9390,9390,1,89455,2,58,1,0,1,1,1,0,1,1,11.635,11,412,12,12,0,9,11036.577,19222.568,2117.0486,49896.203,47452.602,83194.055,90244.539,60796.281,79582.484,67182.75,55297.379,52755.484,40040.887,44827.957,,52816.332,35770.34,35323.715,51045.523,23393.924,43848.219,39078.137,62048.711,0,0,40,39,43,52,52,41,52,52,52,52,52,52,52,52,52,52,52,25,52,52,52,52,52,0,0,1,0,0,0
9391,9391,1,99335,12,59,0,0,0,1,1,0,1,0,.264,5,394,11,11,7,,1672.2086,14416.926,21170.486,16791.99,36154.363,34153.348,25184.523,28371.598,39791.242,28792.605,27648.689,31653.291,16683.703,20812.98,17096.336,13581.343,28616.273,16303.252,19632.893,32012.738,22516.652,,28.395174,30492.082,31020.818,4,37,52,47,43,52,51,52,40,48,52,52,49,50,52,52,52,52,50,52,52,,52,52,52,1,0,0,0
9392,9392,1,138301,2,59,1,0,1,1,0,0,1,1,12.822,10,566,13,12,,8,13377.669,30035.262,4763.3594,1919.0847,7908.7666,6567.9517,12592.262,0,31832.992,0,18432.459,21102.193,23.357183,28817.973,10879.486,18108.457,25754.646,21737.67,34030.348,29550.221,33182.434,29029.473,11568.404,18295.25,17449.211,23,45,51,41,19,30,47,0,14,0,21,52,52,39,28,47,45,52,52,52,52,37,52,14,52,1,0,0,0
9393,9393,1,111695,8,58,1,0,1,1,1,0,1,0,9.9040003,6,405,10,10,,11,6421.2808,45052.891,,,,0,21406.846,28371.598,0,0,0,0,0,0,0,1569.3995,0,,0,0,0,0,0,0,0,16,20,39,,52,10,37,52,10,0,0,0,5,0,12,12,0,,0,0,0,0,0,0,0,1,0,0,0
9394,9394,1,135833,5,62,1,0,1,1,0,0,1,0,.191,13,335,12,12,12,5,,,926.20874,0,6778.9429,2189.3174,839.48413,20265.428,29843.43,21114.578,17510.836,28136.258,25025.555,0,0,15090.381,82987.195,,,,,,16826.77,12196.833,,31,1,21,0,19,9,7,34,35,21,45,52,44,0,18,22,52,,,,,,17,52,,1,0,0,0
9395,9394,1,98044,7,61,1,0,1,1,1,0,1,0,20.646,11,597,,11,,6,,1249.4669,0,0,8134.7314,18061.867,18888.393,,,,,,,,,,,,,,,,,,,0,37,0,0,29,52,52,,,,,,,,,,,,,,,,,,,1,0,0,0
9396,9396,1,163008,9,58,0,1,0,0,0,1,0,1,17.789,12,369,12,12,6,12,0,0,0,0,6778.9429,0,0,486.37027,3979.124,5758.521,1843.246,22860.709,,14985.347,16163.809,7846.998,,,2879.491,12312.592,,0,,,,0,0,0,0,10,0,0,3,50,36,52,52,52,52,52,52,,52,52,52,,0,,,,0,0,1,0
9397,9397,1,136356,7,57,1,1,0,0,0,1,0,,,9,,12,12,12,,1337.7668,,,4797.7119,18077.182,15325.221,0,0,,,18432.459,25322.633,16683.703,16009.985,17096.336,19617.494,15738.95,20379.064,26177.191,25856.443,23701.738,23446.881,31550.193,30492.082,26173.816,8,,,18,52,52,15,52,,,52,50,52,52,52,39,52,52,52,52,52,52,52,52,52,1,0,0,0
9398,9398,0,,1,60,1,1,0,1,1,0,0,1,78.269997,4,435,12,12,16,16,4013.3005,3904.584,4234.0972,11994.279,1423.578,45975.664,62961.309,36477.77,0,38390.141,22118.951,70340.648,,,,,,,,,,,,,,26,11,17,38,49,52,52,50,52,52,47,52,,,,,,,,,,,,,,1,0,0,0
9399,9398,0,,7,60,1,1,0,1,1,0,0,1,87.084999,6,612,14,14,8,12,11705.46,1802.1157,6615.7769,14393.136,9038.5908,20798.514,14690.972,,41780.805,,55297.379,,,,,,,,,,,,,,,38,17,37,34,52,52,52,,52,,52,,,,,,,,,,,,,,,1,0,0,0
9400,9398,0,,5,58,1,0,0,1,1,0,0,1,75.260002,5,647,15,14,,11,5685.5093,1802.1157,7938.9321,,0,0,5246.7759,14185.799,29843.43,34551.125,35021.672,29015.516,,,,,,,,,,,,,,18,17,52,,0,0,41,47,52,52,52,52,,,,,,,,,,,,,,1,0,0,0
9401,9401,1,170344,1,58,1,1,0,1,0,0,1,1,33.708,10,522,16,15,11,12,4514.9634,19522.92,4498.728,6448.1245,2485.6125,9122.8848,9872.333,22291.971,35812.117,34551.125,33178.426,28136.258,33367.406,33620.969,27975.822,27917.205,30047.086,54344.176,53663.242,67719.258,67549.953,78156.273,44170.27,62000.57,60102.836,27,38,20,44,45,47,48,39,52,52,52,52,52,52,52,52,52,13,52,52,52,52,52,48,45,1,0,0,0
9402,9402,0,,11,59,0,0,0,1,1,0,0,0,7.3940001,15,,10,10,9,12,0,,1034.7075,918.76178,0,100.7086,0,506.63568,,1144.0262,15483.267,0,,,,,,,,,,,,,,0,,10,9,3,5,0,9,52,45,28,24,,,,,,,,,,,,,,1,0,0,0
9403,9403,0,,4,57,1,0,0,1,0,0,0,0,4.651,12,265,10,10,10,10,,750.88153,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0,0,22,,,,,,,,,,,,,,1,0,0,0
9404,9404,0,,12,60,1,1,0,1,1,0,0,0,18.135,10,383,10,10,12,12,1003.3251,,2646.3108,3838.1694,0,0,0,3039.8142,0,0,1105.9476,0,,,,,,,,,,,,,,0,32,0,20,0,0,0,24,0,0,0,0,,,,,,,,,,,,,,1,0,0,0
